Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	CRC_1 Spectral Count	CRC_11 Spectral Count	CRC_13 Spectral Count	CRC_15 Spectral Count	CRC_16 Spectral Count	CRC_19 Spectral Count	CRC_2 Spectral Count	CRC_20 Spectral Count	CRC_21 Spectral Count	CRC_4 Spectral Count	CRC_5 Spectral Count	CRC_6 Spectral Count	CRC_8 Spectral Count	CRC_9 Spectral Count	Control_1 Spectral Count	Control_11 Spectral Count	Control_13 Spectral Count	Control_15 Spectral Count	Control_16 Spectral Count	Control_19 Spectral Count	Control_2 Spectral Count	Control_20 Spectral Count	Control_21 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Control_8 Spectral Count	Control_9 Spectral Count	CRC_1 Unique Spectral Count	CRC_11 Unique Spectral Count	CRC_13 Unique Spectral Count	CRC_15 Unique Spectral Count	CRC_16 Unique Spectral Count	CRC_19 Unique Spectral Count	CRC_2 Unique Spectral Count	CRC_20 Unique Spectral Count	CRC_21 Unique Spectral Count	CRC_4 Unique Spectral Count	CRC_5 Unique Spectral Count	CRC_6 Unique Spectral Count	CRC_8 Unique Spectral Count	CRC_9 Unique Spectral Count	Control_1 Unique Spectral Count	Control_11 Unique Spectral Count	Control_13 Unique Spectral Count	Control_15 Unique Spectral Count	Control_16 Unique Spectral Count	Control_19 Unique Spectral Count	Control_2 Unique Spectral Count	Control_20 Unique Spectral Count	Control_21 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Control_8 Unique Spectral Count	Control_9 Unique Spectral Count	CRC_1 Total Spectral Count	CRC_11 Total Spectral Count	CRC_13 Total Spectral Count	CRC_15 Total Spectral Count	CRC_16 Total Spectral Count	CRC_19 Total Spectral Count	CRC_2 Total Spectral Count	CRC_20 Total Spectral Count	CRC_21 Total Spectral Count	CRC_4 Total Spectral Count	CRC_5 Total Spectral Count	CRC_6 Total Spectral Count	CRC_8 Total Spectral Count	CRC_9 Total Spectral Count	Control_1 Total Spectral Count	Control_11 Total Spectral Count	Control_13 Total Spectral Count	Control_15 Total Spectral Count	Control_16 Total Spectral Count	Control_19 Total Spectral Count	Control_2 Total Spectral Count	Control_20 Total Spectral Count	Control_21 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Control_8 Total Spectral Count	Control_9 Total Spectral Count	CRC_1 Intensity	CRC_11 Intensity	CRC_13 Intensity	CRC_15 Intensity	CRC_16 Intensity	CRC_19 Intensity	CRC_2 Intensity	CRC_20 Intensity	CRC_21 Intensity	CRC_4 Intensity	CRC_5 Intensity	CRC_6 Intensity	CRC_8 Intensity	CRC_9 Intensity	Control_1 Intensity	Control_11 Intensity	Control_13 Intensity	Control_15 Intensity	Control_16 Intensity	Control_19 Intensity	Control_2 Intensity	Control_20 Intensity	Control_21 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Control_8 Intensity	Control_9 Intensity	CRC_1 MaxLFQ Intensity	CRC_11 MaxLFQ Intensity	CRC_13 MaxLFQ Intensity	CRC_15 MaxLFQ Intensity	CRC_16 MaxLFQ Intensity	CRC_19 MaxLFQ Intensity	CRC_2 MaxLFQ Intensity	CRC_20 MaxLFQ Intensity	CRC_21 MaxLFQ Intensity	CRC_4 MaxLFQ Intensity	CRC_5 MaxLFQ Intensity	CRC_6 MaxLFQ Intensity	CRC_8 MaxLFQ Intensity	CRC_9 MaxLFQ Intensity	Control_1 MaxLFQ Intensity	Control_11 MaxLFQ Intensity	Control_13 MaxLFQ Intensity	Control_15 MaxLFQ Intensity	Control_16 MaxLFQ Intensity	Control_19 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_20 MaxLFQ Intensity	Control_21 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Control_8 MaxLFQ Intensity	Control_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|O60237|MYPT2_HUMAN	O60237	MYPT2_HUMAN	PPP1R12B	982	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12B	1.0	0.999	4	41	41	41	0.004073319755600814	0.04175152749490835	0.04175152749490835	0.04175152749490835	0	2	0	0	2	0	2	2	1	1	1	2	1	1	2	1	2	1	2	4	1	2	2	2	2	2	2	1	0	2	0	0	2	0	2	2	1	1	1	2	1	1	2	1	2	1	2	4	1	2	2	2	2	2	2	1	0	2	0	0	2	0	2	2	1	1	1	2	1	1	2	1	2	1	2	4	1	2	2	2	2	2	2	1	25872468.0	19610086.0	6365811.0	8037325.5	46828740.0	0.0	54941712.0	28519184.0	35903772.0	0.0	8269105.0	57923272.0	3136456.2	26079836.0	87991000.0	49335664.0	108607952.0	9028710.0	16013510.0	92498024.0	65647920.0	88121280.0	18283068.0	92620016.0	0.0	87917432.0	91410384.0	59024576.0	15247455.0	20136014.0	3416543.2	8252880.5	26374842.0	0.0	31519130.0	16856340.0	21482350.0	0.0	4713794.5	34625668.0	3220573.8	15497867.0	52650464.0	29352494.0	60467884.0	9270853.0	9580641.0	48716300.0	38198872.0	52214224.0	10784101.0	52015448.0	0.0	44980144.0	54665680.0	35171188.0	
sp|O60240|PLIN1_HUMAN	O60240	PLIN1_HUMAN	PLIN1	522	Homo sapiens	1:Experimental evidence at protein level	Perilipin-1	1.0	0.999	23	141	141	141	0.044061302681992334	0.27011494252873564	0.27011494252873564	0.27011494252873564	20	22	2	10	0	3	11	0	17	6	6	0	10	4	2	1	3	3	0	2	12	2	0	4	0	0	1	0	20	22	2	10	0	3	11	0	17	6	6	0	10	4	2	1	3	3	0	2	12	2	0	4	0	0	1	0	20	22	2	10	0	3	11	0	17	6	6	0	10	4	2	1	3	3	0	2	12	2	0	4	0	0	1	0	1304307070.0	696284930.0	160154128.0	508475232.0	4504301.0	53999316.0	596755140.0	29426362.0	848463490.0	284379456.0	180689696.0	0.0	563917380.0	246879392.0	78534464.0	41012228.0	61454392.0	310450944.0	6127166.5	81289280.0	513691264.0	52376392.0	9983304.0	270768640.0	0.0	0.0	66512392.0	10741370.0	159972800.0	96270240.0	25438086.0	69169304.0	3731858.2	13548929.0	96928744.0	6891358.0	111791640.0	43669860.0	29739944.0	0.0	67892952.0	48718720.0	24613854.0	13876745.0	20347080.0	53946660.0	12504330.0	17589722.0	89578648.0	22147854.0	6372050.0	48750116.0	0.0	0.0	21811506.0	11697270.0	
sp|O60256|KPRB_HUMAN	O60256	KPRB_HUMAN	PRPSAP2	369	Homo sapiens	1:Experimental evidence at protein level	Phosphoribosyl pyrophosphate synthase-associated protein 2	1.0	0.999	7	21	16	21	0.018970189701897018	0.056910569105691054	0.04336043360433604	0.056910569105691054	0	0	2	0	2	7	0	0	1	0	1	1	1	0	0	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	2	5	0	0	1	0	0	1	1	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	2	7	0	0	1	0	1	1	1	0	0	1	0	0	3	0	0	0	1	1	0	0	0	0	3328084.8	9120202.0	17813082.0	21805870.0	14588247.0	50514148.0	0.0	17597520.0	4392472.0	9412949.0	21682916.0	6560569.0	22747980.0	3493087.2	0.0	24516996.0	4641339.0	37107212.0	34168616.0	4559164.5	0.0	8913496.0	36546888.0	9121295.0	0.0	5810979.5	9812701.0	0.0	5014250.5	8823855.0	6616729.0	6627952.0	6867558.5	14813248.0	0.0	5201227.0	6617907.0	4939552.0	9448893.0	9884465.0	7487606.5	5262851.0	0.0	9352225.0	6992861.5	14426533.0	12215750.0	6869053.5	0.0	13429496.0	13323953.0	13742576.0	0.0	8755097.0	14784281.0	0.0	
sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	1.0	0.999	5	14	12	14	0.004752851711026616	0.013307984790874524	0.011406844106463879	0.013307984790874524	1	0	3	2	0	4	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	2	0	4	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4148036.2	4460911.0	14377320.0	20217996.0	0.0	30881780.0	0.0	13812134.0	0.0	0.0	19115412.0	0.0	6160944.5	0.0	0.0	0.0	0.0	0.0	6125784.5	0.0	0.0	0.0	7697658.0	0.0	0.0	0.0	0.0	0.0	6048760.0	6505000.5	6055813.5	8683008.0	0.0	6424657.0	0.0	8208651.0	0.0	0.0	7386889.5	0.0	8984028.0	0.0	0.0	0.0	0.0	0.0	5753200.0	0.0	0.0	0.0	4668336.5	0.0	0.0	0.0	0.0	0.0	
sp|O60271|JIP4_HUMAN	O60271	JIP4_HUMAN	SPAG9	1321	Homo sapiens	1:Experimental evidence at protein level	C-Jun-amino-terminal kinase-interacting protein 4	1.0	0.9959	2	4	4	4	0.001514004542013626	0.003028009084027252	0.003028009084027252	0.003028009084027252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	74095648.0	0.0	91625944.0	0.0	58992652.0	0.0	0.0	104819416.0	0.0	0.0	131762168.0	82636136.0	112086568.0	18505116.0	17498454.0	102337328.0	64893416.0	31446632.0	0.0	151394032.0	0.0	170974704.0	36203596.0	22530678.0	0.0	0.0	0.0	0.0	74095648.0	0.0	91625944.0	0.0	58992652.0	0.0	0.0	104819416.0	0.0	0.0	131762168.0	82636136.0	112086568.0	18505116.0	17498454.0	102337328.0	64893416.0	31446632.0	0.0	151394032.0	0.0	170974704.0	36203596.0	22530678.0	
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	Homo sapiens	1:Experimental evidence at protein level	Dynamin-like GTPase OPA1, mitochondrial	1.0	0.999	9	41	41	41	0.009375	0.042708333333333334	0.042708333333333334	0.042708333333333334	1	2	5	3	1	5	1	5	0	3	2	1	0	0	1	0	0	0	4	1	0	0	4	0	1	0	1	0	1	2	5	3	1	5	1	5	0	3	2	1	0	0	1	0	0	0	4	1	0	0	4	0	1	0	1	0	1	2	5	3	1	5	1	5	0	3	2	1	0	0	1	0	0	0	4	1	0	0	4	0	1	0	1	0	3687269.5	31775790.0	57439112.0	45424064.0	38246332.0	31418442.0	4899148.5	50495200.0	7580156.0	25203184.0	47334204.0	7395961.0	35081012.0	5898702.5	7730791.5	20496726.0	11505966.0	4046201.5	42828492.0	2495730.5	0.0	10324792.0	31111976.0	5782820.0	0.0	11469175.0	6769626.0	3697189.0	4698249.0	5274057.0	10647181.0	8219019.5	7281218.5	7156071.5	6242402.5	6996626.5	5618176.0	7968551.5	10339089.0	9423794.0	7734324.5	7516015.5	9850429.0	6059181.5	14660685.0	5892872.0	9113902.0	3180012.8	0.0	13155655.0	8838086.0	7368360.0	0.0	14613806.0	8625730.0	4710888.5	
sp|O60343|TBCD4_HUMAN	O60343	TBCD4_HUMAN	TBC1D4	1298	Homo sapiens	1:Experimental evidence at protein level	TBC1 domain family member 4	1.0	0.999	2	4	4	4	0.0015408320493066256	0.0030816640986132513	0.0030816640986132513	0.0030816640986132513	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	10335455.0	0.0	0.0	0.0	0.0	5037425.0	0.0	0.0	0.0	0.0	3858646.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2482503.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8876498.0	0.0	0.0	0.0	0.0	5037425.0	0.0	0.0	0.0	0.0	3277036.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2482503.2	0.0	0.0	0.0	0.0	0.0	
sp|O60437|PEPL_HUMAN	O60437	PEPL_HUMAN	PPL	1756	Homo sapiens	1:Experimental evidence at protein level	Periplakin	0.9324	0.9989	1	2	2	2	0.0005694760820045558	0.0011389521640091116	0.0011389521640091116	0.0011389521640091116	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6850795.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60493|SNX3_HUMAN	O60493	SNX3_HUMAN	SNX3	162	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-3	1.0	0.999	6	34	34	34	0.037037037037037035	0.20987654320987653	0.20987654320987653	0.20987654320987653	3	2	2	2	1	3	1	0	1	3	1	2	1	2	0	2	1	1	0	2	0	0	0	2	1	1	0	0	3	2	2	2	1	3	1	0	1	3	1	2	1	2	0	2	1	1	0	2	0	0	0	2	1	1	0	0	3	2	2	2	1	3	1	0	1	3	1	2	1	2	0	2	1	1	0	2	0	0	0	2	1	1	0	0	115354256.0	58109100.0	65901860.0	48302552.0	47549080.0	61590804.0	27635596.0	42489736.0	44949736.0	84384112.0	51465276.0	25566872.0	49955220.0	93872568.0	47312764.0	43866464.0	32328862.0	44820480.0	44283704.0	42063680.0	17312476.0	33436726.0	49687584.0	37469200.0	0.0	41018320.0	34193776.0	35821612.0	32605822.0	20156302.0	20918774.0	21741712.0	14834114.0	20224502.0	16131300.0	14512641.0	20234908.0	24175648.0	22215034.0	15189229.0	16620843.0	27330826.0	27602300.0	19952018.0	18766848.0	19035512.0	14688397.0	23652878.0	19992922.0	19845412.0	18159354.0	21940958.0	0.0	23710856.0	20388594.0	19460358.0	
sp|O60496|DOK2_HUMAN	O60496	DOK2_HUMAN	DOK2	412	Homo sapiens	1:Experimental evidence at protein level	Docking protein 2	1.0	0.999	2	3	3	3	0.0048543689320388345	0.007281553398058253	0.007281553398058253	0.007281553398058253	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5157589.0	0.0	0.0	0.0	10341792.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5953161.0	0.0	0.0	0.0	5118175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60504|VINEX_HUMAN	O60504	VINEX_HUMAN	SORBS3	671	Homo sapiens	1:Experimental evidence at protein level	Vinexin	1.0	0.9989	3	14	14	14	0.004470938897168405	0.020864381520119227	0.020864381520119227	0.020864381520119227	0	3	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	2	0	0	3	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	2	0	8211743.0	26029346.0	110415176.0	47482928.0	16426902.0	0.0	10362584.0	10191613.0	11048194.0	12934948.0	9004916.0	14415150.0	24111096.0	23372602.0	11742368.0	18800404.0	15159750.0	0.0	9287244.0	18278998.0	8767680.0	23027928.0	5839962.0	0.0	0.0	18943900.0	31399294.0	0.0	9405226.0	29812414.0	11098173.0	18731486.0	18814364.0	0.0	11868667.0	11672847.0	12653922.0	14814894.0	10313677.0	16510227.0	19129308.0	26769542.0	13448986.0	21532826.0	17363046.0	0.0	10637038.0	20935640.0	10041962.0	26374772.0	6688733.5	0.0	0.0	21697178.0	35962820.0	0.0	
sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein Q	1.0	0.999	19	103	85	181	0.030497592295345103	0.1653290529695024	0.13643659711075443	0.29052969502407705	3	6	10	9	7	8	1	7	4	5	3	2	8	2	1	2	2	1	3	1	2	2	5	2	2	1	3	1	3	5	9	7	6	7	0	6	4	4	2	2	8	2	1	1	1	1	3	0	1	1	5	1	1	1	2	1	5	8	13	14	14	11	3	13	7	6	5	5	9	4	4	4	5	3	8	3	2	4	11	5	4	3	6	2	198729008.0	191328144.0	307283168.0	309011904.0	279127584.0	171426544.0	144494528.0	255228912.0	170699840.0	228494912.0	181948576.0	120810496.0	277044448.0	133555808.0	62408280.0	111604360.0	115381968.0	101951168.0	115726392.0	149383936.0	15782030.0	75664392.0	200524240.0	130511328.0	32874540.0	88477888.0	107592376.0	72636216.0	53283248.0	50170084.0	68766760.0	75129112.0	66493720.0	47627564.0	49197068.0	60208152.0	48164308.0	50740172.0	42799000.0	36893268.0	68804976.0	44047432.0	24526892.0	33603032.0	34663724.0	29926766.0	35253856.0	39348108.0	16866622.0	37700648.0	52922452.0	38408616.0	44802944.0	31835288.0	48307924.0	43596032.0	
sp|O60547|GMDS_HUMAN	O60547	GMDS_HUMAN	GMDS	372	Homo sapiens	1:Experimental evidence at protein level	GDP-mannose 4,6 dehydratase	1.0	0.999	8	63	60	63	0.021505376344086023	0.1693548387096774	0.16129032258064516	0.1693548387096774	1	3	3	2	2	0	0	8	2	3	7	1	2	0	2	6	1	3	11	0	0	0	5	1	0	0	0	0	1	3	3	2	2	0	0	8	2	3	7	1	1	0	1	5	1	3	11	0	0	0	5	1	0	0	0	0	1	3	3	2	2	0	0	8	2	3	7	1	2	0	2	6	1	3	11	0	0	0	5	1	0	0	0	0	37503576.0	56452388.0	69376248.0	63350676.0	37047528.0	10771081.0	17827650.0	195887872.0	19005096.0	76816656.0	152305792.0	28945244.0	58445544.0	10221478.0	40465036.0	115091144.0	22911694.0	82076136.0	105247488.0	8293781.5	0.0	7852110.5	65970072.0	21341204.0	0.0	4181131.2	6483420.5	15031086.0	11010183.0	11387751.0	13395601.0	15039907.0	9899630.0	4814098.5	6791640.5	30707944.0	12189723.0	19520148.0	30005884.0	15802070.0	14807767.0	8110174.5	18592972.0	23821880.0	15525427.0	20626536.0	23929564.0	14330287.0	0.0	11910140.0	21645684.0	16935408.0	0.0	6341971.5	9834101.0	12025100.0	
sp|O60565|GREM1_HUMAN	O60565	GREM1_HUMAN	GREM1	184	Homo sapiens	1:Experimental evidence at protein level	Gremlin-1	1.0	0.999	4	15	3	15	0.021739130434782608	0.08152173913043478	0.016304347826086956	0.08152173913043478	0	2	0	2	1	0	1	2	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	2	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7273720.0	58777496.0	5418257.0	19159792.0	9854570.0	4819290.0	0.0	22784044.0	10208808.0	20030542.0	0.0	16362229.0	27436036.0	0.0	0.0	5337743.5	0.0	0.0	0.0	0.0	0.0	0.0	13673906.0	0.0	0.0	0.0	0.0	0.0	11713226.0	16579233.0	5529164.0	11860083.0	9449444.0	7760737.5	0.0	13550837.0	11176135.0	19324102.0	0.0	17912618.0	16806824.0	0.0	0.0	5843517.0	0.0	0.0	0.0	0.0	0.0	0.0	6453421.5	0.0	0.0	0.0	0.0	0.0	
sp|O60568|PLOD3_HUMAN	O60568	PLOD3_HUMAN	PLOD3	738	Homo sapiens	1:Experimental evidence at protein level	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.0	0.9989	8	22	22	22	0.01084010840108401	0.02981029810298103	0.02981029810298103	0.02981029810298103	1	1	7	1	0	0	0	2	0	2	1	0	3	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	7	1	0	0	0	2	0	2	1	0	3	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	7	1	0	0	0	2	0	2	1	0	3	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	15417069.0	21017378.0	71972296.0	26525438.0	23533642.0	4325861.5	17818500.0	29367082.0	0.0	37009936.0	37013980.0	5618080.0	66041144.0	0.0	0.0	0.0	0.0	0.0	13619303.0	8968958.0	16768380.0	0.0	4449196.0	0.0	0.0	0.0	0.0	0.0	14561541.0	13527513.0	24887314.0	14752626.0	13794222.0	11543089.0	16829712.0	26173464.0	0.0	13079971.0	15632914.0	5306320.0	28369638.0	0.0	0.0	0.0	0.0	0.0	6392482.5	8471250.0	15837865.0	0.0	4202300.0	0.0	0.0	0.0	0.0	0.0	
sp|O60575|ISK4_HUMAN	O60575	ISK4_HUMAN	SPINK4	86	Homo sapiens	1:Experimental evidence at protein level	Serine protease inhibitor Kazal-type 4	1.0	0.999	1	8	8	8	0.011627906976744186	0.09302325581395349	0.09302325581395349	0.09302325581395349	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	7947401.5	0.0	0.0	0.0	0.0	13772625.0	0.0	0.0	0.0	0.0	0.0	18298740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7947401.5	0.0	0.0	0.0	0.0	13772625.0	0.0	0.0	0.0	0.0	0.0	18298740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60610|DIAP1_HUMAN	O60610	DIAP1_HUMAN	DIAPH1	1272	Homo sapiens	1:Experimental evidence at protein level	Protein diaphanous homolog 1	1.0	0.999	4	10	10	10	0.0031446540880503146	0.007861635220125786	0.007861635220125786	0.007861635220125786	0	0	1	0	1	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	3261943.0	0.0	1921930.4	27003376.0	0.0	8032187.5	0.0	4423879.5	3727139.5	0.0	6854530.5	0.0	0.0	0.0	0.0	0.0	4230996.5	0.0	0.0	0.0	4932414.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3338738.2	0.0	1967177.9	8167462.0	0.0	8221287.5	0.0	4528030.0	3814886.8	0.0	7015905.0	0.0	0.0	0.0	0.0	0.0	4330606.0	0.0	0.0	0.0	5048536.5	0.0	0.0	0.0	0.0	0.0	
sp|O60613|SEP15_HUMAN	O60613	SEP15_HUMAN	SELENOF	165	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein F	1.0	0.9989	2	2	2	2	0.012121212121212121	0.012121212121212121	0.012121212121212121	0.012121212121212121	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	4176947.8	6188524.5	0.0	0.0	0.0	0.0	14404308.0	0.0	0.0	5318647.0	0.0	5943977.5	0.0	0.0	0.0	0.0	0.0	4447538.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3473608.8	5146464.5	0.0	0.0	0.0	0.0	8341037.5	0.0	0.0	10141558.0	0.0	11333934.0	0.0	0.0	0.0	0.0	0.0	3698635.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60635|TSN1_HUMAN	O60635	TSN1_HUMAN	TSPAN1	241	Homo sapiens	1:Experimental evidence at protein level	Tetraspanin-1	0.8672	0.9977	1	2	2	2	0.004149377593360996	0.008298755186721992	0.008298755186721992	0.008298755186721992	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	3566330.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4009736.8	0.0	26961452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3566330.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4009736.8	0.0	26961452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O60664|PLIN3_HUMAN	O60664	PLIN3_HUMAN	PLIN3	434	Homo sapiens	1:Experimental evidence at protein level	Perilipin-3	1.0	0.999	15	199	199	199	0.03456221198156682	0.45852534562211983	0.45852534562211983	0.45852534562211983	8	8	7	8	15	12	6	17	8	10	8	4	14	8	5	6	5	4	8	4	2	3	5	6	8	5	4	1	8	8	7	8	15	12	6	17	8	10	8	4	14	8	5	6	5	4	8	4	2	3	5	6	8	5	4	1	8	8	7	8	15	12	6	17	8	10	8	4	14	8	5	6	5	4	8	4	2	3	5	6	8	5	4	1	155821696.0	169761760.0	103182536.0	127832256.0	228309440.0	162921488.0	117986504.0	262014640.0	169524800.0	227527152.0	109551744.0	135763472.0	303401120.0	250359808.0	78502472.0	73983960.0	170951920.0	100905536.0	106890880.0	138771024.0	47781488.0	126028984.0	114619904.0	164654608.0	74059728.0	118935024.0	101859480.0	38453004.0	31409592.0	32857574.0	19513378.0	26932934.0	43801076.0	24308232.0	28598390.0	44033628.0	32263596.0	43920072.0	26911872.0	28860540.0	54373760.0	46265480.0	20069760.0	18147788.0	33925044.0	25632970.0	26216492.0	30211590.0	24129368.0	36744868.0	22870828.0	32293718.0	54041940.0	29849614.0	30632666.0	29837946.0	
